"TypePOV";"GosNumberPOV";"NamePOV";"DesignationSiPOV";"DeviceMarkPOV";"DeviceCountPOV";"SerialNumPOV";"SerialNumEndPOV";"CalibrationDatePOV";"NextcheckDatePOV";"MarkCipherPOV";"DocPOV";"DeprcatedPOV";"NumCertfPOV";"NumSvidPOV";"PrimPOV";"ScopePOV";"StandartPOV";"GpsPOV";"SiPOV";"SoPOV"
"1";"55540-13";"";"";"TM411-3CXA6/0";"1";"NC062414457";"";"2019-01-17";"2021-01-17";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TM411-3CXA6/0";"1";"NC062514457";"";"2019-01-17";"2021-01-17";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TM411-3CXA6/0";"1";"NC076914457";"";"2019-01-17";"2021-01-17";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TR61-WEFB1EAMXMBH";"1";"NC04A914308";"";"2019-01-17";"2021-01-17";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TR10-ABA3CASF3T000";"1";"P1051814152";"";"2019-01-23";"2021-01-23";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TR10-ABA3CASF3T000";"1";"P1051914152";"";"2019-01-23";"2021-01-23";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TR88-UJ1C1X2MS0A4";"1";"P1043614158";"";"2019-01-25";"2021-01-25";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P1074E0435C";"";"2019-01-25";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P1074F0435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P107500435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P107510435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P107520435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P107530435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P107540435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P107550435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P107560435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P107570435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P107580435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P107590435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P1075A0435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P1075B0435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P1075C0435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P1075D0435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P1075E0435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1XBDBAX1AAA";"1";"P1075F0435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TR10-ABA1CAS42A000";"1";"P105F814152";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1BADBAA1AAA";"1";"P107C60435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1BADBAA1AAA";"1";"P107C70435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1BADBAA1AAA";"1";"P107C80435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1BADBAA1AAA";"1";"P107C90435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"55540-13";"";"";"TMR35-U1BADBAA1AAA";"1";"P107CA0435C";"";"2019-01-24";"2021-01-25";"Нет данных";"МП 55540-13";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B2A2A3G4D1G";"1";"P104B014175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TR10-VBA1CDSXHB10G";"1";"NC09C614152";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TR10-VBA1CDSXHB10G";"1";"NC0A0D14152";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC052814175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC052914175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC052A14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC052B14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC052C14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC052D14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC052E14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC052F14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053014175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053114175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053214175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053314175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053414175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053514175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053614175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053714175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053814175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053914175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053A14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053B14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053C14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053D14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053E14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC053F14175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC054014175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC054114175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
"1";"68002-17";"";"";"TST310-B8A1A3Y8Y1A";"1";"NC054214175";"";"2019-01-24";"2021-01-24";"Нет данных";"МП 207.1-023-2017";"Пригодно";"паспорт";"";"";"Осуществление производственного контроля за соблюдением установленных законодательством Российской Федерации требований промышленной безопасности к эксплуатации опасного производственного объекта";"3.1.ZZM.0021.2012| 3.1.ZZM.0022.2012| 3.1.ZZM.0023.2012| 3.1.ZZM.0327.2015";"";"";""
